"basic_info", "cost_info"
"주차장 정보주차는 객실당 1대 무료 주차 가능합니다.(추가 차량이 있을시 추가 요금 발생)체크 인 시간 이전 선주차 불가(무료 주차 1대 외 차량은 추가 요금 발생)특수차량이용시(대형차량,특수차량, 슈퍼카, 개조차량등)주차가 불가할 수 있으니 호텔로 문의바랍니다. 벤틀리, 롤스로이스, 페라리, 람보르기니 등등 최고급 외제차들은 주차 불가합니다.총 1대 주차시설 보유지하철 정보2호선 역삼역수인분당선 선릉역객실내부 시설객실은 랜덤배정으로 이미지와 다른 객실이 배정이 될 수 있습니다.디럭스프리미엄 2인기준스위트로얄스위트 최대 4인까지 입실 가능합니다.(2인 외 추가 인원 1인당 2만원씩 추가 요금 발생)기준 인원보다는 추가 인원 입실 불가능합니다.(추가 이불 운영 안합니다.)신분증 미 지참시 입실이 거부될 수 있습니다.(신분증 미지참시 취소 환불 불가)전 객실 Netflix 프리존(무료시청 가능, 자동 로그인)전체 건물, 전 객실 금연 구역 운영프런트 및 그 외 시설로비에 방문하는 고객을 대상으로 간단한 음료가 제공됩니다."
70,000
